cu_id,tenure,cu_size,cu_type,rooms,baths,annual_expenses,inc_rank,race,educ,welfare,ssi,food_stamps,weight,hispanic,rooms_person,married_couple,single_dad,single_mom,college,received_food_stamps,received_welfare,received_ssi,ownes_with_mortgage,ownes_w_out_mortgage,rents,black,white,annual_exp_equiv
0520498,1,1,8,7,1,96162.5,0.7023869,1,16,0,0,0,36601.2905,0,7,0,0,0,1,0,0,0,1,0,0,0,1,96162.5
0520498,1,1,8,7,1,96162.5,0.7191034,1,16,0,0,0,36601.2905,0,7,0,0,0,1,0,0,0,1,0,0,0,1,96162.5
0520499,1,3,2,6,1,64041.0004,0.6708708,1,16,0,0,0,5635.536,0,2,0,0,0,1,0,0,0,1,0,0,0,1,36974.088820112935
0520500,4,1,8,3,1,109409.4998,0.7025941,1,15,0,0,0,26787.1955,0,3,0,0,0,1,0,0,0,0,0,1,0,1,109409.4998
0520500,4,1,8,3,1,109409.4998,0.7837924,1,15,0,0,0,26787.1955,0,3,0,0,0,1,0,0,0,0,0,1,0,1,109409.4998
0520504,4,5,9,6,2,58738,0.6054389,1,13,0,0,4800,13495.177,0,1.2,0,0,0,0,1,0,0,0,0,1,0,1,26268.43217247653
0520506,4,5,9,8,2,139162.1,0.6715783,1,13,0,0,0,32060.2555,0,1.6,0,0,0,0,0,0,0,0,0,1,0,1,62235.1830983247
0520506,4,5,9,8,2,139162.1,0.7360645,1,13,0,0,0,32060.2555,0,1.6,0,0,0,0,0,0,0,0,0,1,0,1,62235.1830983247
0520512,1,12,5,7,2,130412.49960000001,0.5485893,1,10,0,0,0,31975.677499999998,1,0.5833333333333334,0,0,0,0,0,0,0,1,0,0,0,1,37646.84587487599
0520512,1,12,5,7,2,130412.49960000001,0.9600485,1,10,0,0,5400,31975.677499999998,1,0.5833333333333334,0,0,0,0,1,0,0,1,0,0,0,1,37646.84587487599
0520514,1,1,8,6,2,135468.9992,0.8972079,1,15,0,0,0,25047.134,0,6,0,0,0,1,0,0,0,1,0,0,0,1,135468.9992
0520515,4,1,8,3,1,31229.2,0.1360609,1,12,0,0,0,24433.278,0,3,0,0,0,0,0,0,0,0,0,1,0,1,31229.2
0520515,4,1,8,3,1,31229.2,0.0487098,1,12,0,0,0,24433.278,0,3,0,0,0,0,0,0,0,0,0,1,0,1,31229.2
0520518,4,1,8,5,1,71761.00020000001,0.6653475,1,15,0,0,0,26682.394,1,5,0,0,0,1,0,0,0,0,0,1,0,1,71761.00020000001
0520518,4,1,8,5,1,71761.00020000001,0.6662113,1,15,0,0,0,26682.394,1,5,0,0,0,1,0,0,0,0,0,1,0,1,71761.00020000001
0520520,2,2,1,3,1,34418,0.1196041,1,12,0,0,0,10147.436,0,1.5,1,0,0,0,0,0,0,0,1,0,0,1,24337.20119487859
0520520,2,2,1,3,1,34418,0.4546068,1,12,0,0,0,10147.436,0,1.5,1,0,0,0,0,0,0,0,1,0,0,1,24337.20119487859
0520525,2,1,8,6,1,33672,0.3706596,2,15,0,0,0,27770.935,0,6,0,0,0,1,0,0,0,0,1,0,1,0,33672
0520526,4,1,8,5,1,33370.5002,0.3400604,1,12,0,0,0,29649.0565,0,5,0,0,0,0,0,0,0,0,0,1,0,1,33370.5002
0520526,4,1,8,5,1,33370.5002,0.3412128,1,12,0,0,0,29649.0565,0,5,0,0,0,0,0,0,0,0,0,1,0,1,33370.5002
0520528,5,1,8,4,1,26591.6002,0.3814983,1,12,0,0,3240,9484.0945,0,4,0,0,0,0,1,0,0,0,0,0,0,1,26591.6002
0520528,5,1,8,4,1,26591.6002,0.2241769,1,12,0,0,288,9484.0945,0,4,0,0,0,0,1,0,0,0,0,0,0,1,26591.6002
0520534,2,2,1,5,2,124808.4158,0.8494248,4,15,0,0,0,30909.2515,0,2.5,1,0,0,1,0,0,0,0,1,0,0,0,88252.87716133024
0520534,2,2,1,5,2,124808.4158,0.8430752,4,15,0,0,0,30909.2515,0,2.5,1,0,0,1,0,0,0,0,1,0,0,0,88252.87716133024
0520536,1,2,7,5,1,44672.5006,0.1378256,2,13,0,0,0,37924.5935,0,2.5,0,0,1,0,0,0,0,1,0,0,1,0,31588.228106820112
0520536,1,2,7,5,1,44672.5006,0.65344,2,13,0,0,0,37924.5935,0,2.5,0,0,1,0,0,0,0,1,0,0,1,0,31588.228106820112
0520541,4,1,8,6,2,49198.000199999995,0.1438637,1,15,0,0,0,37540.844,0,6,0,0,0,1,0,0,0,0,0,1,0,1,49198.000199999995
0520541,4,1,8,6,2,49198.000199999995,0.6405665,1,15,0,0,0,37540.844,0,6,0,0,0,1,0,0,0,0,0,1,0,1,49198.000199999995
0520550,4,1,8,3,1,28676,0.1238806,1,14,0,1050,3000,26508.249,0,3,0,0,0,0,1,0,1,0,0,1,0,1,28676
0520550,4,1,8,3,1,28676,0.1854484,1,14,0,13800,1200,26508.249,0,3,0,0,0,0,1,0,1,0,0,1,0,1,28676
0520551,1,2,1,9,3,123997.9998,0.1609056,1,16,0,0,0,22222.044,0,4.5,1,0,0,1,0,0,0,1,0,0,0,1,87679.82651214817
0520551,1,2,1,9,3,123997.9998,0.6738849,1,16,0,0,0,22222.044,0,4.5,1,0,0,1,0,0,0,1,0,0,0,1,87679.82651214817
0520553,2,1,8,4,2,21118,0.2041951,1,12,0,0,0,20912.3545,0,4,0,0,0,0,0,0,0,0,1,0,0,1,21118
0520553,2,1,8,4,2,21118,0.2068088,1,12,0,0,0,20912.3545,0,4,0,0,0,0,0,0,0,0,1,0,0,1,21118
0520555,1,4,3,7,2,64190.0002,0.6533844,1,14,0,0,0,38107.6315,0,1.75,0,0,0,0,0,0,0,1,0,0,0,1,32095.0001
0520555,1,4,3,7,2,64190.0002,0.7112691,1,14,0,0,0,38107.6315,0,1.75,0,0,0,0,0,0,0,1,0,0,0,1,32095.0001
0520560,1,1,8,7,3,66612.50020000001,0.7177921,1,15,0,0,0,23374.739999999998,0,7,0,0,0,1,0,0,0,1,0,0,0,1,66612.50020000001
0520560,1,1,8,7,3,66612.50020000001,0.76537,1,15,0,0,0,23374.739999999998,0,7,0,0,0,1,0,0,0,1,0,0,0,1,66612.50020000001
0520561,4,1,8,4,1,10368,0.1629147,1,10,0,10092,2052,35212.9295,0,4,0,0,0,0,1,0,1,0,0,1,0,1,10368
0520561,4,1,8,4,1,10368,0.1687901,1,10,0,0,1656,35212.9295,0,4,0,0,0,0,1,0,0,0,0,1,0,1,10368
0520562,4,4,3,4,1,56147.9996,0.544336,1,12,0,0,750,29943.48,1,1,0,0,0,0,1,0,0,0,0,1,0,1,28073.9998
0520564,2,3,9,7,2,36935.7998,0.008598,1,12,0,0,0,22231.9405,1,2.3333333333333335,0,0,0,0,0,0,0,0,1,0,0,1,21324.89395726413
0520564,2,3,9,7,2,36935.7998,0.2534643,1,11,0,24000,0,22231.9405,1,2.3333333333333335,0,0,0,0,0,0,1,0,1,0,0,1,21324.89395726413
0520567,2,1,8,6,2,33758,0.2344849,1,12,0,0,0,22843.9725,0,6,0,0,0,0,0,0,0,0,1,0,0,1,33758
0520567,2,1,8,6,2,33758,0.2308847,1,12,0,0,0,22843.9725,0,6,0,0,0,0,0,0,0,0,1,0,0,1,33758
0520568,2,1,8,5,2,20070,0.0981515,2,12,0,1500,240,23952.5955,0,5,0,0,0,0,1,0,1,0,1,0,1,0,20070
0520568,2,1,8,5,2,20070,0.2420988,2,12,0,0,276,23952.5955,0,5,0,0,0,0,1,0,0,0,1,0,1,0,20070
0520569,4,1,8,2,1,34608,0.3167431,1,15,0,0,0,25916.072500000002,0,2,0,0,0,1,0,0,0,0,0,1,0,1,34608
0520569,4,1,8,2,1,34608,0.3233638,1,15,0,0,0,25916.072500000002,0,2,0,0,0,1,0,0,0,0,0,1,0,1,34608
0520572,1,2,1,12,7,185436,0.3254944,1,10,0,0,0,28921.992,0,6,1,0,0,0,0,0,0,1,0,0,0,1,131123.05307610863
0520573,1,1,8,6,1,52147.500199999995,0.7239202,1,12,0,0,0,29174.949,0,6,0,0,0,0,0,0,0,1,0,0,0,1,52147.500199999995
0520573,1,1,8,6,1,52147.500199999995,0.5562013,1,12,0,0,0,29174.949,0,6,0,0,0,0,0,0,0,1,0,0,0,1,52147.500199999995
0520574,4,1,8,4,1,42366.0006,0.525068,1,12,0,0,0,27076.798000000003,0,4,0,0,0,0,0,0,0,0,0,1,0,1,42366.0006
0520574,4,1,8,4,1,42366.0006,0.4922429,1,12,0,0,0,27076.798000000003,0,4,0,0,0,0,0,0,0,0,0,1,0,1,42366.0006
0520575,4,2,9,5,1,50222.500199999995,0.220746,1,13,0,0,0,27170.325,0,2.5,0,0,0,0,0,0,0,0,0,1,0,1,35512.67045956273
0520575,4,2,9,5,1,50222.500199999995,0.5056626,1,13,0,0,0,27170.325,0,2.5,0,0,0,0,0,0,0,0,0,1,0,1,35512.67045956273
0520576,4,2,1,6,2,33266.4,0.6088851,1,16,0,0,0,31527.157,0,3,1,0,0,1,0,0,0,0,0,1,0,1,23522.897025664162
0520577,4,2,7,5,1,44933,0.2507492,1,13,0,0,0,23754.278,0,2.5,0,0,1,0,0,0,0,0,0,1,0,1,31772.428999055137
0520577,4,2,7,5,1,44933,0.4492422,1,13,0,0,0,23754.278,0,2.5,0,0,1,0,0,0,0,0,0,1,0,1,31772.428999055137
0520578,2,3,4,8,2,82963.8002,0.9160338,1,16,0,0,0,75586.3885,0,2.6666666666666665,0,0,0,1,0,0,0,0,1,0,0,1,47899.17237846433
0520578,2,3,4,8,2,82963.8002,0.9235059,1,16,0,0,0,75586.3885,0,2.6666666666666665,0,0,0,1,0,0,0,0,1,0,0,1,47899.17237846433
0520583,2,2,1,8,3,27408,0.4664245,1,16,0,0,0,19486.206,0,4,1,0,0,1,0,0,0,0,1,0,0,1,19380.382658760893
0520584,1,2,1,4,2,67249.9996,0.5872164,1,13,0,0,0,10391.054,0,2,1,0,0,0,0,0,0,1,0,0,0,1,47552.930751952605
0520585,1,2,1,6,2,47553.9996,0.6623552,1,10,0,0,0,24264.884,1,3,1,0,0,0,0,0,0,1,0,0,0,1,33625.75558970237
0520586,1,2,1,12,4,237700.454,0.8826546,1,15,0,0,0,26795.956,0,6,1,0,0,1,0,0,0,1,0,0,0,1,168079.602914521
0520588,5,3,7,5,2,19391.499799999998,0.1298576,2,12,0,0,3000,51885.2445,0,1.6666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,11195.687629520573
0520588,5,3,7,5,2,19391.499799999998,0.1428713,2,12,0,0,6192,51885.2445,0,1.6666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,11195.687629520573
0520589,1,1,8,5,2,15319.4,0.0294837,1,13,0,0,0,24256.097,0,5,0,0,0,0,0,0,0,1,0,0,0,1,15319.4
0520589,1,1,8,5,2,15319.4,0.2185637,1,13,0,0,0,24256.097,0,5,0,0,0,0,0,0,0,1,0,0,0,1,15319.4
0520595,1,2,1,10,4,138907.0008,0.9818281,1,16,0,0,0,28323.95,0,5,1,0,0,1,0,0,0,1,0,0,0,1,98222.08221996519
0520596,4,2,7,6,1,90273.0004,0.724148,1,13,0,0,0,30590.714,0,3,0,0,1,0,0,0,0,0,0,1,0,1,63832.650740895915
0520600,2,3,9,5,1,50998.600000000006,0.0478697,1,12,0,0,0,28349.466,1,1.6666666666666667,0,0,0,0,0,0,0,0,1,0,0,1,29444.055438294054
0520600,2,3,9,5,1,50998.600000000006,0.2664081,1,12,0,0,0,28349.466,1,1.6666666666666667,0,0,0,0,0,0,0,0,1,0,0,1,29444.055438294054
0520601,1,1,8,6,2,58280.999800000005,0.3584593,1,16,0,0,0,22062.1125,0,6,0,0,0,1,0,0,0,1,0,0,0,1,58280.999800000005
0520601,1,1,8,6,2,58280.999800000005,0.0259897,1,16,0,0,0,22062.1125,0,6,0,0,0,1,0,0,0,1,0,0,0,1,58280.999800000005
0520603,2,1,8,8,2,54688,0.559452,1,15,0,0,0,25404.232,0,8,0,0,0,1,0,0,0,0,1,0,0,1,54688
0520603,2,1,8,8,2,54688,0.5866085,1,15,0,0,0,25404.232,0,8,0,0,0,1,0,0,0,0,1,0,0,1,54688
0520606,1,2,9,6,1,80208,0.8317276,1,15,0,0,0,29980.381,0,3,0,0,0,1,0,0,0,1,0,0,0,1,56715.6207054106
0520607,1,5,3,5,2,73829.2,0.5817609,1,16,0,0,0,19349.358,0,1,0,0,0,1,0,0,0,1,0,0,0,1,33017.42198488549
0520614,1,2,1,10,3,89567,0.511161,1,16,0,0,0,31832.165,0,5,1,0,0,1,0,0,0,1,0,0,0,1,63333.433070535495
0520614,1,2,1,10,3,89567,0.502972,1,16,0,0,0,31832.165,0,5,1,0,0,1,0,0,0,1,0,0,0,1,63333.433070535495
0520615,4,1,8,5,1,35887,0.2749563,6,16,0,0,0,15583.182,0,5,0,0,0,1,0,0,0,0,0,1,0,0,35887
0520623,2,2,1,9,3,59929,0.3541327,1,14,0,0,0,33893.155,0,4.5,1,0,0,0,0,0,0,0,1,0,0,1,42376.2022897286
0520625,1,5,2,8,1,35977.8004,0.4805867,1,11,0,0,0,27426.56,0,1.6,0,0,0,0,0,0,0,1,0,0,0,1,16089.761475063824
0520627,4,2,9,3,2,73375,0.831255,1,16,0,0,0,36554.259000000005,0,1.5,0,0,0,1,0,0,0,0,0,1,0,1,51883.96006956292
0520627,4,2,9,3,2,73375,0.8856613,1,16,0,0,0,36554.259000000005,0,1.5,0,0,0,1,0,0,0,0,0,1,0,1,51883.96006956292
0520629,2,1,8,8,2,48280,0.3511493,1,15,0,0,0,25359.18,0,8,0,0,0,1,0,0,0,0,1,0,0,1,48280
0520631,1,1,8,7,2,62017,0.6613524,1,13,0,0,0,27051.539,0,7,0,0,0,0,0,0,0,1,0,0,0,1,62017
0520637,2,2,1,7,3,36112,0.5058596,1,16,0,0,0,32071.665499999996,0,3.5,1,0,0,1,0,0,0,0,1,0,0,1,25535.0400822086
0520637,2,2,1,7,3,36112,0.1260339,1,16,0,0,0,32071.665499999996,0,3.5,1,0,0,1,0,0,0,0,1,0,0,1,25535.0400822086
0520638,1,2,1,9,3,136816.5324,0.9258772,1,15,0,0,0,30136.004999999997,0,4.5,1,0,0,1,0,0,0,1,0,0,0,1,96743.89783846898
0520638,1,2,1,9,3,136816.5324,0.9313856,1,15,0,0,0,30136.004999999997,0,4.5,1,0,0,1,0,0,0,1,0,0,0,1,96743.89783846898
0520642,4,3,7,5,1,13966,0.1893964,1,12,3600,10000,2484,46291.776,0,1.6666666666666667,0,0,1,0,1,1,1,0,0,1,0,1,8063.273859502314
0520642,4,3,7,5,1,13966,0.2323031,1,12,3200,11000,6936,46291.776,0,1.6666666666666667,0,0,1,0,1,1,1,0,0,1,0,1,8063.273859502314
0520644,1,1,8,6,2,38256,0.2794944,2,12,0,0,0,23920.756,0,6,0,0,0,0,0,0,0,1,0,0,1,0,38256
0520644,1,1,8,6,2,38256,0.3743617,2,12,0,0,0,23920.756,0,6,0,0,0,0,0,0,0,1,0,0,1,0,38256
0520645,1,4,2,7,1,44318.8998,0.5755222,2,12,0,0,3840,65002.5485,0,1.75,0,0,0,0,1,0,0,1,0,0,1,0,22159.4499
0520645,1,4,2,7,1,44318.8998,0.2528216,2,12,0,0,0,65002.5485,0,1.75,0,0,0,0,0,0,0,1,0,0,1,0,22159.4499
0520647,2,4,3,4,3,43798.8002,0.0758287,1,12,0,0,0,52255.94,0,1,0,0,0,0,0,0,0,0,1,0,0,1,21899.4001
0520647,2,4,3,4,3,43798.8002,0.0298191,1,12,0,0,0,52255.94,0,1,0,0,0,0,0,0,0,0,1,0,0,1,21899.4001
0520648,1,4,3,7,2,84397.0008,0.7558273,1,13,0,0,0,52241.859,0,1.75,0,0,0,0,0,0,0,1,0,0,0,1,42198.5004
0520652,2,2,1,6,1,46688,0.3743308,1,15,0,0,0,10257.936,0,3,1,0,0,1,0,0,0,0,1,0,0,1,33013.40140003753
0520656,2,1,8,6,2,20837,0.3985696,1,13,0,0,0,37017.25750000001,0,6,0,0,0,0,0,0,0,0,1,0,0,1,20837
0520656,2,1,8,6,2,20837,0.4200321,1,13,0,0,0,37017.25750000001,0,6,0,0,0,0,0,0,0,0,1,0,0,1,20837
0520657,4,2,1,3,1,42164,0.5526588,1,11,0,0,0,37361.8885,0,1.5,1,0,0,0,0,0,0,0,0,1,0,1,29814.45032194959
0520657,4,2,1,3,1,42164,0.2810497,1,11,0,0,0,37361.8885,0,1.5,1,0,0,0,0,0,0,0,0,1,0,1,29814.45032194959
0520659,4,2,1,6,2,60040.000199999995,0.3490578,1,12,0,0,0,14390.6355,0,3,1,0,0,0,0,0,0,0,0,1,0,1,42454.69128386166
0520659,4,2,1,6,2,60040.000199999995,0.3550836,1,12,0,0,0,14390.6355,0,3,1,0,0,0,0,0,0,0,0,1,0,1,42454.69128386166
0520661,1,3,6,6,1,83757.5,0.7306274,4,16,0,0,0,32677.9925,0,2,0,1,0,1,0,0,0,1,0,0,0,0,48357.415171650086
0520661,1,3,6,6,1,83757.5,0.9021107,4,16,0,0,0,32677.9925,0,2,0,1,0,1,0,0,0,1,0,0,0,0,48357.415171650086
0520664,4,2,1,6,1,51961.8,0.4147219,1,15,0,0,0,22785.238,0,3,1,0,0,1,0,0,0,0,0,1,0,1,36742.541142659145
0520666,2,5,5,6,1,78727.70000000001,0.6951555,4,15,0,0,0,23401.731,0,1.2,0,0,0,1,0,0,0,0,1,0,0,0,35208.09778244204
0520666,2,5,5,6,1,78727.70000000001,0.7771884,4,15,0,0,0,23401.731,0,1.2,0,0,0,1,0,0,0,0,1,0,0,0,35208.09778244204
0520667,4,1,8,2,1,30906.999799999998,0.0965789,1,13,0,0,0,36534.1575,1,2,0,0,0,0,0,0,0,0,0,1,0,1,30906.999799999998
0520667,4,1,8,2,1,30906.999799999998,0.0974704,1,13,0,0,0,36534.1575,1,2,0,0,0,0,0,0,0,0,0,1,0,1,30906.999799999998
0520669,5,1,8,4,2,15556,0.0518272,1,13,0,0,0,31849.482,1,4,0,0,0,0,0,0,0,0,0,0,0,1,15556
0520672,4,1,8,2,1,59854,0.6983256,1,13,0,0,0,35897.989,0,2,0,0,0,0,0,0,0,0,0,1,0,1,59854
0520673,4,2,9,4,1,59291.1,0.1705341,1,16,0,0,0,5983.2345000000005,0,2,0,0,0,1,0,0,0,0,0,1,0,1,41925.1388740097
0520673,4,2,9,4,1,59291.1,0.4587719,1,16,0,0,0,5983.2345000000005,0,2,0,0,0,1,0,0,0,0,0,1,0,1,41925.1388740097
0520674,2,4,4,5,2,149509.4998,0.6931477,1,10,0,0,0,38172.855500000005,1,1.25,0,0,0,0,0,0,0,0,1,0,0,1,74754.7499
0520674,2,4,4,5,2,149509.4998,0.725443,1,10,0,0,0,38172.855500000005,1,1.25,0,0,0,0,0,0,0,0,1,0,0,1,74754.7499
0520678,2,1,8,6,2,22810,0.0482349,1,15,0,0,0,27189.5515,0,6,0,0,0,1,0,0,0,0,1,0,0,1,22810
0520678,2,1,8,6,2,22810,0.104734,1,15,0,0,0,27189.5515,0,6,0,0,0,1,0,0,0,0,1,0,0,1,22810
0520681,4,1,8,2,1,33700,0.1788516,1,12,0,0,0,25677.052,0,2,0,0,0,0,0,0,0,0,0,1,0,1,33700
0520683,4,5,9,7,2,37795.5,0.5267356,2,12,0,10332,4380,38204.546,0,1.4,0,0,0,0,1,0,1,0,0,1,1,0,16902.66144871866
0520683,4,5,9,7,2,37795.5,0.3119209,2,12,0,0,5580,38204.546,0,1.4,0,0,0,0,1,0,0,0,0,1,1,0,16902.66144871866
0520684,2,2,1,5,2,75890.50020000001,0.7144941,1,16,0,0,0,28322.517,0,2.5,1,0,0,1,0,0,0,0,1,0,0,1,53662.68731905904
0520684,2,2,1,5,2,75890.50020000001,0.8666933,1,16,0,0,0,28322.517,0,2.5,1,0,0,1,0,0,0,0,1,0,0,1,53662.68731905904
0520688,4,2,9,4,1,23896.1002,0.1465002,4,13,0,0,0,8711.482,1,2,0,0,0,0,0,0,0,0,0,1,0,0,16897.094495333215
0520688,4,2,9,4,1,23896.1002,0.1746485,4,13,0,6345,0,8711.482,1,2,0,0,0,0,0,0,1,0,0,1,0,0,16897.094495333215
0520689,4,1,8,3,1,32300,0.1673038,1,13,0,0,350,31004.168,0,3,0,0,0,0,1,0,0,0,0,1,0,1,32300
0520690,4,1,8,2,1,49333,0.2836427,2,12,0,0,0,20682.036,0,2,0,0,0,0,0,0,0,0,0,1,1,0,49333
0520690,4,1,8,2,1,49333,0.3125387,2,12,0,0,0,20682.036,0,2,0,0,0,0,0,0,0,0,0,1,1,0,49333
0520691,1,6,4,4,1,72473.8156,0.4437245,1,12,0,0,0,40874.706999999995,1,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,1,29587.31132209325
0520691,1,6,4,4,1,72473.8156,0.8603203,1,12,0,0,0,40874.706999999995,1,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,1,29587.31132209325
0520693,2,3,9,8,2,43615,0.5677772,1,13,0,0,0,51258.143,1,2.6666666666666665,0,0,0,0,0,0,0,0,1,0,0,1,25181.13199070553
0520696,1,2,9,6,2,19629.300000000003,0.2465012,1,13,0,1000,0,35623.360499999995,0,3,0,0,0,0,0,0,1,1,0,0,0,1,13880.011139945098
0520696,1,2,9,6,2,19629.300000000003,0.1268851,1,13,0,0,0,35623.360499999995,0,3,0,0,0,0,0,0,0,1,0,0,0,1,13880.011139945098
0520699,4,1,8,4,1,57949.7,0.4114997,5,12,0,0,0,26359.483500000002,0,4,0,0,0,0,0,0,0,0,0,1,0,0,57949.7
0520699,4,1,8,4,1,57949.7,0.5153759,5,12,0,0,0,26359.483500000002,0,4,0,0,0,0,0,0,0,0,0,1,0,0,57949.7
0520701,4,1,8,6,4,54467,0.5713016,1,15,0,0,0,21670.115,1,6,0,0,0,1,0,0,0,0,0,1,0,1,54467
0520702,4,4,7,8,2,35296.3998,0.1697912,1,12,0,0,9600,28936.797,0,2,0,0,1,0,1,0,0,0,0,1,0,1,17648.1999
0520702,4,4,7,8,2,35296.3998,0.3180906,1,12,5800,9912,10992,28936.797,0,2,0,0,1,0,1,1,1,0,0,1,0,1,17648.1999
0520703,4,3,2,6,1,68688.5004,0.5456957,1,12,0,0,0,13701.974,1,2,0,0,0,0,0,0,0,0,0,1,0,1,39657.32419617172
0520703,4,3,2,6,1,68688.5004,0.6486918,1,12,0,0,0,13701.974,1,2,0,0,0,0,0,0,0,0,0,1,0,1,39657.32419617172
0520704,4,1,8,3,1,34162,0.1013547,2,16,0,0,0,11847.814,0,3,0,0,0,1,0,0,0,0,0,1,1,0,34162
0520704,4,1,8,3,1,34162,0.4970922,2,16,0,0,0,11847.814,0,3,0,0,0,1,0,0,0,0,0,1,1,0,34162
0520706,1,1,8,4,2,95297,0.7948929,1,15,0,0,0,27654.873,0,4,0,0,0,1,0,0,0,1,0,0,0,1,95297
0520706,1,1,8,4,2,95297,0.7886205,1,15,0,0,0,27654.873,0,4,0,0,0,1,0,0,0,1,0,0,0,1,95297
0520707,2,4,3,5,1,35069.5,0.5914634,2,13,0,0,10020,45427.567500000005,0,1.25,0,0,0,0,1,0,0,0,1,0,1,0,17534.75
0520707,2,4,3,5,1,35069.5,0.4173171,2,13,0,0,9600,45427.567500000005,0,1.25,0,0,0,0,1,0,0,0,1,0,1,0,17534.75
0520709,4,1,8,5,2,36783.1996,0.4157471,1,14,0,0,0,22344.39,0,5,0,0,0,0,0,0,0,0,0,1,0,1,36783.1996
0520712,2,4,5,7,2,33548.499800000005,0.4778666,2,12,0,0,0,53278.7675,0,1.75,0,0,0,0,0,0,0,0,1,0,1,0,16774.249900000003
0520712,2,4,5,7,2,33548.499800000005,0.6070561,2,12,0,0,2360,53278.7675,0,1.75,0,0,0,0,1,0,0,0,1,0,1,0,16774.249900000003
0520713,4,1,8,4,1,34652.9998,0.2510082,1,15,0,0,0,31976.441,0,4,0,0,0,1,0,0,0,0,0,1,0,1,34652.9998
0520713,4,1,8,4,1,34652.9998,0.2613804,1,15,0,0,0,31976.441,0,4,0,0,0,1,0,0,0,0,0,1,0,1,34652.9998
0520716,2,2,1,7,2,45753.8,0.1208774,1,15,0,0,0,27263.226499999997,0,3.5,1,0,0,1,0,0,0,0,1,0,0,1,32352.82224505306
0520716,2,2,1,7,2,45753.8,0.0362219,1,15,0,0,0,27263.226499999997,0,3.5,1,0,0,1,0,0,0,0,1,0,0,1,32352.82224505306
0520718,1,1,8,6,2,128892.2004,0.0808536,1,15,0,0,0,11084.1515,0,6,0,0,0,1,0,0,0,1,0,0,0,1,128892.2004
0520718,1,1,8,6,2,128892.2004,0.8940527,1,15,0,0,0,11084.1515,0,6,0,0,0,1,0,0,0,1,0,0,0,1,128892.2004
0520720,2,1,8,5,1,50924,0.2948326,1,13,0,0,0,24047.591,0,5,0,0,0,0,0,0,0,0,1,0,0,1,50924
0520720,2,1,8,5,1,50924,0.4621846,1,13,0,0,0,24047.591,0,5,0,0,0,0,0,0,0,0,1,0,0,1,50924
0520725,2,5,5,9,2,92558.7004,0.9655597,4,16,0,0,0,14872.9895,0,1.8,0,0,0,1,0,0,0,0,1,0,0,0,41393.5092006874
0520725,2,5,5,9,2,92558.7004,0.9768289,4,16,0,0,0,14872.9895,0,1.8,0,0,0,1,0,0,0,0,1,0,0,0,41393.5092006874
0520727,2,2,1,8,1,26250,0.6668321,1,16,0,0,0,25990.393,0,4,1,0,0,1,0,0,0,0,1,0,0,1,18561.55300614687
0520727,2,2,1,8,1,26250,0.8441515,1,16,0,0,0,25990.393,0,4,1,0,0,1,0,0,0,0,1,0,0,1,18561.55300614687
0520730,2,2,1,7,2,25262.0004,0.6837875,1,15,0,0,0,26235.9135,0,3.5,1,0,0,1,0,0,0,0,1,0,0,1,17862.931789177277
0520730,2,2,1,7,2,25262.0004,0.7919096,1,15,0,0,0,26235.9135,0,3.5,1,0,0,1,0,0,0,0,1,0,0,1,17862.931789177277
0520733,4,1,8,8,2,74369.0004,0.8128475,1,15,0,0,0,32552.608,0,8,0,0,0,1,0,0,0,0,0,1,0,1,74369.0004
0520735,1,4,4,6,1,90414.232,0.3076637,4,13,0,0,0,38674.489499999996,0,1.5,0,0,0,0,0,0,0,1,0,0,0,0,45207.116
0520735,1,4,4,6,1,90414.232,0.5646064,4,13,0,0,0,38674.489499999996,0,1.5,0,0,0,0,0,0,0,1,0,0,0,0,45207.116
0520738,1,6,5,9,3,140460.8,0.9548233,1,16,0,0,0,19540.3495,1,1.5,0,0,0,1,0,0,0,1,0,0,0,1,57342.88147718657
0520738,1,6,5,9,3,140460.8,0.9586801,1,16,0,1600,0,19540.3495,1,1.5,0,0,0,1,0,0,1,1,0,0,0,1,57342.88147718657
0520740,4,3,3,11,2,157564.90019999997,0.9858921,1,13,0,0,0,38251.0215,0,3.6666666666666665,0,0,0,0,0,0,0,0,0,1,0,1,90970.13754530651
0520740,4,3,3,11,2,157564.90019999997,0.9563933,1,13,0,0,0,38251.0215,0,3.6666666666666665,0,0,0,0,0,0,0,0,0,1,0,1,90970.13754530651
0520743,4,2,9,3,1,42005.7996,0.5039572,1,12,0,0,0,40436.149,0,1.5,0,0,0,0,0,0,0,0,0,1,0,1,29702.585746323162
0520754,1,5,3,8,3,98014.50020000001,0.9184325,1,15,0,0,0,15578.2445,0,1.6,0,0,0,1,0,0,0,1,0,0,0,1,43833.41704557335
0520754,1,5,3,8,3,98014.50020000001,0.9357825,1,15,0,0,0,15578.2445,0,1.6,0,0,0,1,0,0,0,1,0,0,0,1,43833.41704557335
0520756,1,1,8,3,1,20678,0.2889295,1,13,0,0,0,37096.134,0,3,0,0,0,0,0,0,0,1,0,0,0,1,20678
0520758,2,1,8,6,2,110103.432,0.8669279,1,16,0,0,0,35499.462,0,6,0,0,0,1,0,0,0,0,1,0,0,1,110103.432
